朝向,楼层,成交,单价,成交价,税费,区县,区域,装修,电梯,小区,布局,面积
南,高楼层(共12层) 2003年建板楼,2013.05.30,79299,380,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,47.92
南 北,底层(共6层) 2003年建板楼,2013.05.19,70954,480,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同,2室1厅,67.65
西,低楼层(共8层) 2004年建板塔结合,2013.05.07,47954,335,近地铁,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,69.86
南 北,中楼层(共15层) 2006年建板塔结合,2013.05.05,52837,393,近地铁,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.38
南 北,顶层(共6层) 1990年建板楼,2013.05,,,房屋满五年,东城,朝阳门内,其他,无电梯,,,
暂无数据,高楼层(共6层) 2003年建板楼,2013.05,,,近地铁,东城,朝阳门内,其他,无电梯,,,
暂无数据,中楼层(共16层) 2004年建板塔结合,2013.05,,,近地铁,东城,朝阳门内,其他,有电梯,,,
北,中楼层(共16层) 2004年建板塔结合,2013.05,,,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,63.91
暂无数据,高楼层(共16层) 2003年建板塔结合,2013.05,,,近地铁,东城,朝阳门内,其他,有电梯,,,
暂无数据,高楼层(共7层) 1999年建板楼,2013.05,,,近地铁,东城,朝阳门内,其他,无电梯,,,
暂无数据,底层(共6层) 2003年建板楼,2013.05,,,近地铁,东城,朝阳门内,其他,无电梯,,,
南,未知(共8层) 2003年建板楼,2013.05,,,房屋满五年,东城,朝阳门内,其他,有电梯,竹杆胡同,2室1厅,68.9
暂无数据,中楼层(共6层) 2003年建板楼,2013.05,,,,东城,朝阳门内,其他,无电梯,,,
暂无数据,中楼层(共6层) 2003年建板楼,2013.05,,,近地铁,东城,朝阳门内,其他,无电梯,,,
南,高楼层(共16层) 2004年建板塔结合,2013.04.28,57895,319,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,55.1
南 北,底层(共4层) 板楼,2013.04.24,78458,409,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同,1室1厅,52.13
南 北,高楼层(共6层) 2003年建板楼,2013.03.26,69159,470,近地铁,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,67.96
南 北,高楼层(共6层) 2003年建板楼,2013.03.26,74297,383,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同,2室1厅,51.55
南 北,中楼层(共6层) 2003年建板楼,2013.03.23,67017,575,近地铁,东城,朝阳门内,其他,无电梯,南门仓胡同,3室1厅,85.8
南,低楼层(共12层) 2003年建板楼,2013.03.21,68865,330,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,47.92
南,中楼层(共6层) 1990年建板楼,2013.03.20,75401,320,房屋满五年,东城,朝阳门内,其他,无电梯,,,
东,中楼层(共21层) 板楼,2013.03.20,24212,208,近地铁,东城,朝阳门内,其他,有电梯,,,
南,高楼层(共15层) 2009年建塔楼,2013.03.08,49427,595,近地铁,东城,朝阳门内,其他,有电梯,朝阳首府,2室1厅,120.38
南,顶层(共6层) 2003年建板楼,2013.03.07,49231,275,近地铁,东城,朝阳门内,其他,无电梯,北竹杆胡同,1室1厅,55.86
南,中楼层(共6层) 2003年建板楼,2013.03.05,57115,285,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,1室1厅,49.9
南 北,低楼层(共10层) 2003年建板楼,2013.03.04,66783,575,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,3室1厅,86.1
南,低楼层(共6层) 2003年建板楼,2013.03.03,71402,371,房屋满五年,东城,朝阳门内,其他,无电梯,南弓匠营胡同,1室1厅,51.96
东 西,低楼层(共6层) 2003年建板楼,2013.03.02,48203,370,房屋满五年,东城,朝阳门内,其他,无电梯,北竹杆胡同,2室1厅,76.76
东 西,低楼层(共6层) 2003年建板楼,2013.03.02,48203,370,房屋满五年,东城,朝阳门内,其他,无电梯,北竹杆胡同,2室1厅,76.76
暂无数据,未知(共6层) 2003年建板楼,2013.03,,,近地铁,东城,朝阳门内,其他,无电梯,,,
东 西,低楼层(共16层) 2003年建板塔结合,2013.02.27,46698,350,房屋满五年,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.95
南 北,低楼层(共6层) 1993年建板楼,2013.02.25,55667,390,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同14号院,2室1厅,70.06
南 北,低楼层(共8层) 2004年建板塔结合,2013.02.19,51853,368,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,70.97
南,低楼层(共16层) 2003年建板塔结合,2013.02.03,51850,300,近地铁,东城,朝阳门内,其他,有电梯,南竹杆胡同,1室1厅,57.86
南,底层(共6层) 1990年建板楼,2013.02.02,46512,220,房屋满五年,东城,朝阳门内,其他,,禄米仓胡同67号院,1室1厅,47.3
南 北,底层(共6层) 1990年建板楼,2013.01.27,58305,350,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,60.03
南,顶层(共5层) 1988年建板楼,2013.01.27,33026,365,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门内大街,4室2厅,110.52
南,中楼层(共6层) 2003年建板楼,2013.01.19,53710,270,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,1室1厅,50.27
西 北,中楼层(共18层) 1990年建塔楼,2013.01.14,37423,284,房屋满五年,东城,朝阳门内,其他,有电梯,东四十条甲34号院,3室0厅,75.89
南 北,高楼层(共6层) 2003年建板楼,2013.01.14,52860,390,房屋满五年,东城,朝阳门内,其他,无电梯,北竹杆胡同,2室1厅,73.78
南 北,顶层(共6层) 2003年建板楼,2013.01.13,47799,558,近地铁,东城,朝阳门内,其他,无电梯,,,
南 北,顶层(共6层) 2003年建板楼,2013.01.13,46794,545,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,4室2厅,116.47
南,中楼层(共10层) 2004年建板塔结合,2013.01.12,50506,350,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,69.3
南,低楼层(共18层) 1990年建塔楼,2013.01.04,46855,315,房屋满五年,东城,朝阳门内,其他,有电梯,东四十条甲34号院,2室1厅,67.23
东 西,底层(共6层) 板楼,2013.01.04,50911,400,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门内大街75号院,2室1厅,78.57
南 北,地下室(共6层) 1990年建板楼,2013.01.04,46113,239,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,51.83
南 北,中楼层(共6层) 1990年建板楼,2013.01.04,60970,366,房屋满五年,东城,朝阳门内,其他,无电梯,,,
北,低楼层(共10层) 2003年建板楼,2013.01.04,57886,410,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,70.83
南 北,中楼层(共6层) 1990年建板楼,2013.01.03,60970,366,房屋满五年,东城,朝阳门内,其他,无电梯,,,
南,低楼层(共10层) 2003年建板楼,2013.01.02,63697,306,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,48.04
西 北,高楼层(共18层) 1990年建塔楼,2012.12.29,37555,285,房屋满五年,东城,朝阳门内,其他,有电梯,东四十条甲34号院,3室1厅,75.89
东 西,高楼层(共16层) 2003年建板塔结合,2012.12.28,43896,329,房屋满五年,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.95
南 北,中楼层(共6层) 1988年建板楼,2012.12.19,48055,273,房屋满五年,东城,朝阳门内,其他,无电梯,东门仓胡同甲3号院,2室1厅,56.81
南 北,中楼层(共16层) 2003年建板塔结合,2012.12.19,43183,330,房屋满五年,东城,朝阳门内,其他,有电梯,大方家胡同,2室1厅,76.42
东 西,中楼层(共4层) 2003年建板楼,2012.12.16,50781,410,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,80.74
南 北,中楼层(共10层) 2003年建板楼,2012.12.15,56050,397,近地铁,东城,朝阳门内,其他,有电梯,,,
南 北,低楼层(共9层) 2003年建板塔结合,2012.12.14,50756,568,房屋满五年,东城,朝阳门内,其他,有电梯,大方家胡同,3室2厅,111.91
南 北,地下室(共6层) 1990年建板楼,2012.12.11,41408,220,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,53.13
南 北,底层(共6层) 2003年建板楼,2012.12.01,45912,283,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,1室1厅,61.64
东 南,中楼层(共5层) 板楼,2012.11.27,41052,470,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门内大街75号院,3室1厅,114.49
南 北,顶层(共6层) 2003年建板楼,2012.11.26,42509,305,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,3室1厅,71.75
西,低楼层(共9层) 2004年建板楼,2012.11.25,41291,238,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,57.64
南 西,底层(共6层) 1993年建板楼,2012.11.25,56098,253,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同14号院,1室1厅,45.1
西,中楼层(共9层) 2004年建板楼,2012.11.18,40303,325,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,80.64
南 北,中楼层(共6层) 板楼,2012.11.10,44179,233,房屋满五年,东城,朝阳门内,其他,无电梯,禄米仓胡同71号院,2室1厅,52.74
南 北,低楼层(共6层) 1990年建板楼,2012.11.04,48060,288.5,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,60.03
南,中楼层(共12层) 2003年建板楼,2012.11.02,62605,300,房屋满五年,东城,朝阳门内,其他,有电梯,,,
南 北,中楼层(共15层) 2006年建板塔结合,2012.11.01,40334,300,房屋满五年,东城,朝阳门内,其他,有电梯,,,
南 北,顶层(共6层) 2003年建板楼,2012.10.29,40810,480,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同,4室1厅,117.62
南,顶层(共6层) 板楼,2012.10.28,49924,360,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,72.11
南 北,底层(共6层) 2003年建板楼,2012.10.27,51517,350,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,67.94
东 西,顶层(共6层) 2003年建板楼,2012.10.27,42760,300,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,2室1厅,70.16
南 北,地下室(共6层) 1993年建板楼,2012.10.21,32578,230,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同14号院,2室1厅,70.6
南 北,中楼层(共21层) 板楼,2012.10.20,53857,384,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.3
南,顶层(共6层) 2003年建板楼,2012.10.10,42184,490,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,4室1厅,116.16
南 北,中楼层(共6层) 2003年建板楼,2012.10.08,52432,359,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,68.47
南 北,底层(共6层) 2003年建板楼,2012.09.29,51725,351,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,67.86
南 北,底层(共6层) 1993年建板楼,2012.09.25,45271,325,近地铁,东城,朝阳门内,其他,无电梯,,,
东 西,顶层(共21层) 板楼,2012.09.24,50534,450,近地铁,东城,朝阳门内,其他,有电梯,,,
东 西,高楼层(共6层) 2003年建板楼,2012.09.21,46356,360,近地铁,东城,朝阳门内,其他,无电梯,南弓匠营胡同,2室1厅,77.66
南,高楼层(共10层) 2003年建板楼,2012.09.20,58285,280,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,48.04
东,中楼层(共6层) 2003年建板楼,2012.09.19,48370,390,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,3室1厅,80.63
南 北,中楼层(共6层) 2003年建板楼,2012.09.07,42380,307,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,2室1厅,72.44
西,中楼层(共9层) 2004年建板楼,2012.09.02,40668,324,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,79.67
南,中楼层(共6层) 2004年建板楼,2012.09.02,40918,230,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,1室1厅,56.21
暂无数据,底层(共9层) 2004年建板楼,2012.09.01,57951,820,近地铁,东城,朝阳门内,其他,无电梯,朝阳门南小街,1室1厅,141.5
西,底层(共9层) 2004年建板楼,2012.09.01,57791,760,近地铁,东城,朝阳门内,其他,无电梯,朝阳门南小街,1室1厅,131.51
南,顶层(共6层) 2003年建板楼,2012.09.01,38259,210,房屋满五年,东城,朝阳门内,其他,无电梯,竹杆胡同,1室1厅,54.89
南,高楼层(共6层) 1993年建板楼,2012.08.27,51089,248.8,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同14号院,1室1厅,48.7
南,中楼层(共11层) 2004年建板塔结合,2012.08.25,40678,305,房屋满五年,东城,朝阳门内,其他,有电梯,,,
东,低楼层(共21层) 2003年建板楼,2012.08.16,51053,245,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,47.99
南 北,中楼层(共4层) 板楼,2012.08.08,50000,260,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同,1室1厅,52
西,底层(共6层) 2003年建板楼,2012.08.04,39122,219,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,1室1厅,55.98
南 北,底层(共6层) 2003年建板楼,2012.07.22,50641,348,近地铁,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,68.72
东 西,中楼层(共6层) 2003年建板楼,2012.07.22,41960,215,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,2室1厅,51.24
东 南 西,顶层(共16层) 2003年建板塔结合,2012.07.17,31221,234,近地铁,东城,朝阳门内,其他,有电梯,,,
南 北,中楼层(共6层) 2003年建板楼,2012.07.17,52397,270,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,1室1厅,51.53
东 西,顶层(共16层) 2003年建板塔结合,2012.07.17,31221,234,近地铁,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.95
东 西,低楼层(共16层) 2004年建板塔结合,2012.07.15,37588,258,近地铁,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,68.64
西,中楼层(共21层) 板楼,2012.07.05,44808,321,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.64
南 北,中楼层(共12层) 2003年建板楼,2012.06.26,56344,270,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,47.92
南,高楼层(共18层) 1990年建塔楼,2012.06.25,35418,166.5,房屋满五年,东城,朝阳门内,其他,有电梯,东四十条甲34号院,1室1厅,47.01
南 北,高楼层(共6层) 1990年建板楼,2012.06.23,42646,256,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,60.03
南 北,高楼层(共6层) 2003年建板楼,2012.06.20,48630,330,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,67.86
南 北,高楼层(共16层) 2004年建板塔结合,2012.06.17,37149,260,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,69.99
南,中楼层(共12层) 2003年建板楼,2012.06.17,54675,262,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,1室1厅,47.92
南 北,低楼层(共6层) 板楼,2012.06.17,51066,350,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,68.54
南 北,低楼层(共16层) 2004年建板塔结合,2012.06.16,35648,303,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,3室1厅,85
东,中楼层(共10层) 2003年建板楼,2012.06.15,46695,332,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.1
南,顶层(共6层) 1990年建板楼,2012.06.13,45948,195,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,1室1厅,42.44
南 北,中楼层(共16层) 2004年建板塔结合,2012.06.09,37103,316,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,3室1厅,85.17
东 西,底层(共6层) 2003年建板楼,2012.06.08,43221,350,房屋满五年,东城,朝阳门内,其他,无电梯,,,
南 北,底层(共6层) 2003年建板楼,2012.06.04,41497,213,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,1室1厅,51.33
南 北,中楼层(共6层) 2003年建板楼,2012.05.27,37406,192,房屋满五年,东城,朝阳门内,其他,无电梯,大方家胡同,1室1厅,51.33
南 西,中楼层(共11层) 2004年建板塔结合,2012.05.24,36748,301,房屋满五年,东城,朝阳门内,其他,有电梯,,,
东 西,高楼层(共16层) 2003年建板塔结合,2012.05.13,29904,290,房屋满五年,东城,朝阳门内,其他,有电梯,竹杆胡同,3室1厅,96.98
东,顶层(共6层) 2003年建板楼,2012.05.12,31329,175,房屋满五年,东城,朝阳门内,其他,无电梯,北竹杆胡同,1室1厅,55.86
东 西,中楼层(共6层) 2003年建板楼,2012.05.10,40812,320,房屋满五年,东城,朝阳门内,其他,无电梯,南弓匠营胡同,2室1厅,78.41
东 西,底层(共16层) 2006年建板塔结合,2012.05.10,30907,236,近地铁,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,76.36
南 北,地下室(共6层) 1993年建板楼,2012.05.08,38403,150,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同14号院,1室1厅,39.06
东 南,高楼层(共18层) 1990年建塔楼,2012.05.06,35807,222,挂牌220万,东城,朝阳门内,其他,有电梯,东四十条甲34号院,2室1厅,62
南,中楼层(共6层) 1990年建板楼,2012.05.05,39508,319.5,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,1室0厅,80.87
南,低楼层(共10层) 2003年建板楼,2012.04.28,47877,230,房屋满五年,东城,朝阳门内,其他,有电梯,,,
南 北,低楼层(共6层) 2003年建板楼,2012.04.25,36389,262,近地铁,东城,朝阳门内,其他,无电梯,南竹杆胡同,2室1厅,72
南 北,中楼层(共6层) 2003年建板楼,2012.04.14,38158,280,近地铁,东城,朝阳门内,其他,无电梯,,,
南,中楼层(共6层) 2003年建板楼,2012.04.14,45268,308,房屋满五年,东城,朝阳门内,其他,无电梯,,,
南,低楼层(共21层) 2003年建板楼,2012.04.14,43394,310,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.44
南 北,低楼层(共15层) 2006年建板塔结合,2012.04.06,29713,221,近地铁,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.38
南,顶层(共6层) 2003年建板楼,2012.04.03,43983,315,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,71.62
南,中楼层(共6层) 2003年建板楼,2012.03.31,36607,280,房屋满五年,东城,朝阳门内,其他,无电梯,竹杆胡同,2室1厅,76.49
南 北,中楼层(共6层) 2003年建板楼,2012.03.31,45309,310,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,68.42
南 北,地下室(共6层) 1993年建板楼,2012.03.29,34776,141.5,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同14号院,1室0厅,40.69
东 西,高楼层(共16层) 2003年建板塔结合,2012.03.17,32289,242,近地铁,东城,朝阳门内,其他,有电梯,西水井胡同,2室1厅,74.95
南 北,低楼层(共12层) 2003年建板楼,2012.03.14,43550,374,房屋满五年,东城,朝阳门内,其他,有电梯,豆瓣胡同,3室1厅,85.88
南 西,高楼层(共6层) 1993年建板楼,2012.03.12,45696,207,近地铁,东城,朝阳门内,其他,无电梯,,,
南 北,高楼层(共10层) 2003年建板楼,2012.03.03,42974,370,房屋满五年,东城,朝阳门内,其他,有电梯,,,
南 北,底层(共6层) 2003年建板楼,2012.02.26,34374,249,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,2室1厅,72.44
东 西,低楼层(共9层) 2004年建板楼,2012.02.25,33785,252,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,2室1厅,74.59
东 西,顶层(共4层) 板楼,2012.02.25,52106,262.3,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门北小街,2室1厅,50.34
东,低楼层(共16层) 2004年建板塔结合,2012.02.16,34483,190,近地铁,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,55.1
西,底层(共6层) 2003年建板楼,2012.02.15,30011,168,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,1室1厅,55.98
西,低楼层(共9层) 2004年建板楼,2012.02.11,29147,168,房屋满五年,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,57.64
东,高楼层(共10层) 2003年建板楼,2012.01.07,40085,285,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.1
南,高楼层(共16层) 2003年建板塔结合,2012.01.07,29382,170,房屋满五年,东城,朝阳门内,其他,有电梯,南竹杆胡同,1室1厅,57.86
南,顶层(共6层) 2003年建板楼,2011.12.31,33704,185,房屋满五年,东城,朝阳门内,其他,无电梯,竹杆胡同,1室1厅,54.89
南,中楼层(共5层) 1988年建板楼,2011.12.19,29379,205,房屋满五年,东城,朝阳门内,其他,无电梯,朝阳门内大街,2室1厅,69.78
南 北,底层(共6层) 2003年建板楼,2011.12.15,42970,294,房屋满五年,东城,朝阳门内,其他,无电梯,南门仓胡同,2室1厅,68.42
东 西,低楼层(共6层) 2003年建板楼,2011.12.09,35605,277,近地铁,东城,朝阳门内,其他,无电梯,仓南胡同,2室1厅,77.8
南 北,高楼层(共10层) 2003年建板楼,2011.12.09,43787,377,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,3室1厅,86.1
南 北,中楼层(共6层) 2003年建板楼,2011.12.08,35247,245,房屋满五年,东城,朝阳门内,其他,无电梯,芳嘉园胡同,2室1厅,69.51
东 西,中楼层(共6层) 2003年建板楼,2011.11.29,51970,252,房屋满五年,东城,朝阳门内,其他,无电梯,,,
南 北,低楼层(共21层) 板楼,2011.11.24,42988,306.8,近地铁,东城,朝阳门内,其他,有电梯,豆瓣胡同,2室1厅,71.37
南 北,中楼层(共6层) 2003年建板楼,2011.11.21,32737,223,近地铁,东城,朝阳门内,其他,无电梯,,,
东 西,高楼层(共11层) 2004年建板塔结合,2011.11.03,33437,205,近地铁,东城,朝阳门内,其他,有电梯,朝阳门南小街,1室1厅,61.31
东,顶层(共6层) 2003年建板楼,2011.10.20,34171,272,近地铁,东城,朝阳门内,其他,无电梯,芳嘉园胡同,2室1厅,79.6
南 北,中楼层(共6层) 2003年建板楼,2011.10.16,50352,258,房屋满五年,东城,朝阳门内,其他,无电梯,南弓匠营胡同,1室1厅,51.24
南 北,中楼层(共4层) 2003年建板楼,2011.09.25,49991,261,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同,1室1厅,52.21
南,底层(共5层) 2003年建板楼,2011.09.19,48259,255,房屋满五年,东城,朝阳门内,其他,无电梯,南弓匠营胡同,1室1厅,52.84
南 北,中楼层(共6层) 1990年建板楼,2011.07.11,44966,276,房屋满五年,东城,朝阳门内,其他,无电梯,仓南胡同12号院,2室1厅,61.38
南,中楼层(共6层) 1960年建板楼,近30天内成交,下载APP查看成交>,5**,近地铁,东城,崇文门,其他,无电梯,,,
南 北,高楼层(共6层) 1981年建板楼,近30天内成交,下载APP查看成交>,4**,房屋满五年,东城,崇文门,简装,无电梯,南岗子,3室1厅,56.6
南 北,高楼层(共6层) 2004年建板楼,近30天内成交,下载APP查看成交>,7**,房屋满五年,东城,崇文门,精装,无电梯,兴隆都市馨园,2室1厅,74.08
南,中楼层(共7层) 2004年建塔楼,近30天内成交,下载APP查看成交>,3**,房屋满两年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室1厅,37.63
南,中楼层(共14层) 1980年建板楼,近30天内成交,下载APP查看成交>,4**,房屋满五年,东城,崇文门,其他,有电梯,崇文门东大街,2室1厅,55.8
南 北,地下室(共6层) 2003年建板塔结合,近30天内成交,下载APP查看成交>,4**,近地铁,东城,崇文门,其他,无电梯,兴隆都市馨园,2室1厅,67.95
南 北,中楼层(共16层) 2006年建板塔结合,近30天内成交,下载APP查看成交>,7**,房屋满五年,东城,崇文门,简装,有电梯,国瑞城中区,2室2厅,79.8
南 北,低楼层(共15层) 2008年建板塔结合,2019.01.31,92901,1315,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,3室2厅,141.55
南,中楼层(共14层) 1980年建板楼,2019.01.28,88495,493.8,房屋满五年,东城,崇文门,其他,有电梯,崇文门东大街,2室1厅,55.8
东,顶层(共15层) 2008年建板塔结合,2019.01.27,113582,470,房屋满五年,东城,崇文门,精装,有电梯,新景家园东区,1室0厅,41.38
南,低楼层(共14层) 2004年建板楼,2019.01.27,95639,750,房屋满五年,东城,崇文门,其他,有电梯,新裕家园,1室1厅,78.42
东 西,中楼层(共5层) 1995年建板楼,2019.01.26,83602,545,房屋满两年,东城,崇文门,精装,无电梯,法华南里,2室1厅,65.19
北,低楼层(共7层) 2004年建塔楼,2019.01.26,107693,308,房屋满两年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室0厅,28.6
北,底层(共7层) 2004年建塔楼,2019.01.25,105581,333,房屋满两年,东城,崇文门,简装,有电梯,兴隆都市馨园,1室0厅,31.54
东,低楼层(共17层) 2004年建板楼,2019.01.25,92584,553,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,59.73
北,中楼层(共7层) 2004年建塔楼,2019.01.23,109765,335,房屋满五年,东城,崇文门,精装,有电梯,兴隆都市馨园,1室0厅,30.52
南 北,中楼层(共6层) 1990年建板楼,2019.01.23,77708,488,房屋满五年,东城,崇文门,简装,无电梯,营房西街,2室1厅,62.8
西,底层(共6层) 1993年建板楼,2019.01.23,80320,382,近地铁,东城,崇文门,其他,无电梯,法华南里,1室1厅,47.56
北,中楼层(共7层) 2004年建塔楼,2019.01.23,118633,340,房屋满两年,东城,崇文门,其他,有电梯,兴隆都市馨园,1室0厅,28.66
西,低楼层(共7层) 2004年建塔楼,2019.01.23,105408,308,房屋满五年,东城,崇文门,其他,有电梯,兴隆都市馨园,1室0厅,29.22
东,高楼层(共17层) 2004年建板楼,2019.01.23,90240,539,房屋满五年,东城,崇文门,简装,有电梯,新景家园东区,1室1厅,59.73
东,低楼层(共6层) 1993年建板楼,2019.01.22,87889,418,房屋满五年,东城,崇文门,精装,无电梯,法华南里,1室1厅,47.56
西,低楼层(共15层) 2008年建板塔结合,2019.01.22,135501,371,房屋满两年,东城,崇文门,精装,有电梯,新景家园东区,1室0厅,27.38
南,中楼层(共6层) 1988年建板楼,2019.01.20,90349,373.5,房屋满五年,东城,崇文门,简装,无电梯,南岗子,1室1厅,41.34
北,高楼层(共7层) 2004年建塔楼,2019.01.20,111639,353,房屋满五年,东城,崇文门,简装,有电梯,兴隆都市馨园,1室0厅,31.62
东,中楼层(共6层) 1993年建板楼,2019.01.18,81792,389,房屋满五年,东城,崇文门,其他,无电梯,法华南里,1室1厅,47.56
西南,顶层(共6层) 1993年建板楼,2019.01.17,80350,460,房屋满五年,东城,崇文门,简装,无电梯,法华南里,2室1厅,57.25
南,中楼层(共16层) 2006年建板塔结合,2019.01.17,85575,525,房屋满五年,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,61.35
东,低楼层(共16层) 2006年建板塔结合,2019.01.16,85380,445,房屋满五年,东城,崇文门,其他,有电梯,国瑞城中区,1室1厅,52.12
南,高楼层(共16层) 2006年建板塔结合,2019.01.16,92882,541.5,房屋满五年,东城,崇文门,其他,有电梯,国瑞城中区,1室1厅,58.3
南,低楼层(共16层) 2006年建板塔结合,2019.01.15,88893,545,房屋满五年,东城,崇文门,精装,有电梯,国瑞城中区,1室1厅,61.31
